Name_of_Influencer,Insta_Handle,Q_Score,Followers,Avg_Likes,Avg_Views,Engagement_Ratio,Location,Categories,Influencer_Tier
Dermaworld Delhi,dermaworlddelhi,3.84,42200,28,1100,0.07,India,Lifestyle and Fashion,Micro
Rutuja Bhagwat,theprettycitygirl,6.81,42100,503,1100,1.21,India,Lifestyle and Fashion,Micro
Animesh Panda,animesh.pandaa,6.69,42100,451,25300,1.10,Odisha,Lifestyle and Fashion,Micro
The Style High,_thestylehigh_,5.68,42000,150,0,0.38,Pune,Travel,Micro
SHRUTI SANSKRUTI,howtheyglow,6.16,41900,254,1000,0.62,Mumbai,Lifestyle and Fashion,Micro
Urvashi Kumar,therightshadeofred,7.63,41900,1300,0,3.39,India,Lifestyle and Fashion,Micro
Jannat Khan,wishyouwerefashion,4.64,41800,0,106,0.16,Mumbai,Lifestyle and Fashion,Micro
Mashiyat Sayed,mashiyatsayed,7.64,41800,1500,6800,3.73,Mumbai,Lifestyle and Fashion,Micro
??! $imply Cute !??,its_simply_cute,6.2,41800,259,368,0.66,Kurukshetra,Lifestyle and Fashion,Micro
Indian Trendz,indian_trendz,2.64,41600,8,495,0.02,Pathankot,Lifestyle and Fashion,Micro
LUXURY INDIANS,luxuryindians,6.55,41600,405,2000,0.98,Mumbai,Lifestyle and Fashion,Micro
Nikita Yadav,the.vogue.breeze,6.62,41500,422,3500,1.04,Delhi,Lifestyle and Fashion,Micro
Designer Fashion Jewelry Store,bejeweld_jewellery,2.0,41400,0,0,0.00,India,Lifestyle and Fashion,Micro
RUPA DEB,rupadebs,5.78,41200,160,888,0.42,Bengaluru,Family and Parenting,Micro
Prerna Massey,owndreamers,7.63,41100,1400,0,3.51,India,Lifestyle and Fashion,Micro
Monty Singh,thestyleswagger,7.74,41000,2400,0,6.46,Indore,Lifestyle and Fashion,Micro
Jagriti Singh,jagritiisingh,2.72,41000,0,2400,0.02,Lucknow,Lifestyle and Fashion,Micro
Fashionfad,fashionfad.in,3.73,41000,24,49,0.06,New Delhi,Lifestyle and Fashion,Micro
NewU,newu_dabur,4.05,41000,35,108,0.09,Ghaziabad,Lifestyle and Fashion,Micro
VAISHNAVI DHOUNDIYAL,vaishnavi_dhondiyal,7.73,40900,2400,7100,6.11,Dehra Dun,Arts and Entertainment,Micro
Udita Sarkar,alluring_udita,2.88,40800,0,2300,0.03,Kolkata,Lifestyle and Fashion,Micro
Somi Singh,eat.squat.sleep,7.2,40600,725,6400,1.85,India,Lifestyle and Fashion,Micro
Harshita Roopchandani,harshitaaroopchandani,7.6,40600,1000,1900,2.48,Jaipur,Lifestyle and Fashion,Micro
YBP Cosmetics,ybpcosmetics,6.33,40600,310,4100,0.81,Bengaluru,Lifestyle and Fashion,Micro
Simran Duseja,simranduseja_,6.61,40600,405,1100,1.06,Delhi,Lifestyle and Fashion,Micro
The Tee Shop,theteeshop.in,2.72,40500,9,2400,0.02,Pune,Lifestyle and Fashion,Micro
Thatdogintuxedo,thatdogintuxedo,5.89,40500,183,536,0.46,India,Lifestyle and Fashion,Micro
Khyati Chevli,styleaddictgirl,6.42,40500,356,413,0.89,India,Lifestyle and Fashion,Micro
Rosalie Parnes,wink818,3.12,40300,0,1200,0.03,Goregaon,Lifestyle and Fashion,Micro
Shivi Srivastava,cosmochics_womenfashion,2.0,40300,0,0,0.00,Noida,Lifestyle and Fashion,Micro
Pria Sethi,jhalli_bypriasethi,2.8,40200,0,18600,0.02,New Delhi,Lifestyle and Fashion,Micro
Ritika Ramtri,ritikaramtri,5.8,40100,170,254,0.44,India,Lifestyle and Fashion,Micro
ParidhiSharma,fcparidhisharma,2.0,40100,0,0,0.00,India,Lifestyle and Fashion,Micro
Smaran Sahu,smaransahu,7.77,40100,2900,3600,7.38,India,Lifestyle and Fashion,Micro
Shweta |Beautyandthelook�,shweta_venkat,4.99,40000,72,9500,0.22,Bengaluru,Lifestyle and Fashion,Micro
Talk2tiara,talk2tiara,6.41,40000,350,1500,0.89,Delhi,Lifestyle and Fashion,Micro
Ayesha Amin Nigam,ayeshaaminnigam,7.16,39900,710,12800,1.83,India,Lifestyle and Fashion,Micro
?? I L A  . J O H A R I ??,ilawise26,6.32,39900,289,657,0.81,Mumbai,Lifestyle and Fashion,Micro
Shefali Pereira,shefali_pereira,7.66,39900,1600,7700,4.41,Mumbai,Lifestyle and Fashion,Micro
Heena_Meow *just Dream Of*,heena_the_facemaker,6.99,39900,545,12900,1.56,Mumbai,Lifestyle and Fashion,Micro
Muskan Bothra,livingtheshades,7.61,39700,1200,11000,3.02,Mumbai,Lifestyle and Fashion,Micro
Roshni Chaudhari,roshnichaudhari_,6.57,39600,380,2600,1.05,Mumbai,Lifestyle and Fashion,Micro
Shivangi Yadav,fashionmirror.in,6.05,39500,200,1300,0.56,India,Lifestyle and Fashion,Micro
Jai Kumar Puri,jaikumarpuri,7.12,39500,699,6300,1.78,India,Food and Drink,Micro
Aakriti Kochar,aakritikochar,5.21,39400,90,1200,0.26,New Delhi,Lifestyle and Fashion,Micro
Arushi Tyagi??,aruxhi_21,7.6,39100,1100,6000,2.82,Mumbai,Lifestyle and Fashion,Micro
Amena,amenaazeez,2.0,39000,0,0,0.00,India,Lifestyle and Fashion,Micro
The Avocado Girl,ananyaarora2013,6.5,39000,378,2900,0.99,Mumbai,Lifestyle and Fashion,Micro
Deal Jeans,dealjeans,5.28,39000,108,5200,0.28,Mumbai,Lifestyle and Fashion,Micro
All About Women,allabtwomen,3.84,39000,29,291,0.07,New Delhi,Lifestyle and Fashion,Micro
Rhea Gupte,rhea.gupte,3.62,38900,0,5400,0.05,India,Lifestyle and Fashion,Micro
Meenakshi Kuwadekar,meenakshikuwadekar,6.95,38800,566,2700,1.53,Mumbai,Lifestyle and Fashion,Micro
AeTee,aeteedesigns,4.37,38700,48,0,0.13,India,Lifestyle and Fashion,Micro
Makeupbymrunu,makeupbymrunu,2.0,38600,0,0,0.00,India,Lifestyle and Fashion,Micro
Iheartfashionstore?,i_heartfashionstore,4.37,38600,49,418,0.13,India,Lifestyle and Fashion,Micro
Geecika Laishram,geecika__laishram,2.56,38600,0,1100,0.02,Kolkata,Lifestyle and Fashion,Micro
Shalini Mandal,shalinii_mandal,7.84,38600,3700,15600,9.66,Bhopal,Lifestyle and Fashion,Micro
TOI - Fashion & Beauty,Lifestyle,3.68,38500,23,274,0.06,India,Lifestyle and Fashion,Micro
NEHAA PATIL,nehaa_exquisight,2.0,38500,0,0,0.00,Mumbai,Lifestyle and Fashion,Micro
Tanz Worldd,tanzworldd,5.76,38500,162,7000,0.44,New Delhi,Lifestyle and Fashion,Micro
DIVYA GUPTA ? | INFLUENCER,divya.gupta_,6.28,38300,279,746,0.80,Prayagraj,Lifestyle and Fashion,Micro
Mimi,instylewithmimi,7.65,38100,1600,0,4.13,Mumbai,Lifestyle and Fashion,Micro
BIPASHA SARKAR |Northeast????,that_duskygirl_,3.12,38100,0,3300,0.04,Guwahati,Lifestyle and Fashion,Micro
Anoli Shah,anolishahdesigninc,3.78,38000,27,709,0.07,Mumbai,Lifestyle and Fashion,Micro
Chynttia K Doley,_chyn.ttiaaa._,4.46,38000,0,13300,0.14,Maharashtra,Lifestyle and Fashion,Micro
Rangriti,rangriti,6.59,38000,422,23600,1.12,Mumbai,Lifestyle and Fashion,Micro
Rupjyoti Gogoi (Roop),sherriied,4.44,38000,0,781,0.14,Bengaluru,Lifestyle and Fashion,Micro
Anushka Dalmia,aakritiandanushka,6.18,38000,257,6700,0.71,Ludhiana,Lifestyle and Fashion,Micro
A A F R A   K H A N,aafrakhan,3.76,37900,0,4500,0.07,Mumbai,Lifestyle and Fashion,Micro
Priyal Shah,ipreyalshah,7.9,37600,4400,29400,11.85,India,Lifestyle and Fashion,Micro
Priyanka | Kolkata Blogger,priyanka_saha_10,6.98,37600,595,5100,1.64,India,Lifestyle and Fashion,Micro
??N_I_D_H_I_N??,nidhin_surendran_,5.33,37600,114,467,0.31,Thrissur,Lifestyle and Fashion,Micro
Vaishali Srivastava,srivastavajii,7.55,37600,900,3200,2.58,Delhi,Lifestyle and Fashion,Micro
??????? ? ????????,theleggylass,3.28,37600,0,6400,0.04,Pune,Lifestyle and Fashion,Micro
Saad Chaudhary,simplisaad,7.04,37500,644,5500,1.75,New Delhi,Lifestyle and Fashion,Micro
Pallabi || AllThingsSassy-Blog,pallabiguha,5.38,37400,118,1800,0.33,Kolkata,Lifestyle and Fashion,Micro
Sanjana Desai,just_art_sanjana,7.62,37400,1200,3700,3.36,Mumbai,Lifestyle and Fashion,Micro
Ceriz,ceriz_fashion,7.12,37300,699,860,1.88,Hyderabad,Lifestyle and Fashion,Micro
Farah Magi,farahmagi,7.41,37200,863,2500,2.37,India,Lifestyle and Fashion,Micro
Muskan & Vishika,lifewithmuskan_,4.34,37200,0,5800,0.13,Mohali,Travel,Micro
Dr. Jamuna Pai,drjamunapai,6.82,37200,502,5200,1.38,Mumbai,Lifestyle and Fashion,Micro
Simran Kulkarni,simran.kulkarni,7.29,37100,794,9000,2.19,Mumbai,Lifestyle and Fashion,Micro
Radhika//The Styling Monger,_radhikajagtap,6.4,37000,336,2900,0.95,Mumbai,Lifestyle and Fashion,Micro
Dr Neha Khanna ~Vanity Vial,vanityvial,6.06,36900,220,0,0.60,Delhi,Lifestyle and Fashion,Micro
Sakshi Gupta,sakshiguptaofficial,7.23,36900,740,7700,2.08,India,Lifestyle and Fashion,Micro
Da Milano,damilanoitalia,5.02,36900,87,736,0.24,India,Lifestyle and Fashion,Micro
Harshini Vijay,harshini.vijay,7.61,36900,1200,3300,3.27,Chennai,Food and Drink,Micro
Dhruvika Patel,idhruvikapatel,7.05,36700,645,8400,1.80,Vadodara,Lifestyle and Fashion,Micro
Tanishi Ravani ??,tanishiravani,6.04,36700,198,1300,0.59,Mumbai,Lifestyle and Fashion,Micro
Dr. Bertha Hidalgo,dr.berthahidalgo,6.37,36500,331,3000,0.93,Assam,Lifestyle and Fashion,Micro
Pratik Prajapati ??HD,pxp_hd,7.12,36500,659,3400,1.92,Mumbai,Travel,Micro
Red Tape,redtapeindia,5.9,36400,185,2600,0.52,New Delhi,Lifestyle and Fashion,Micro
Sucheta Singh,trend.idiom,7.64,36400,1500,1600,4.12,Mumbai,Lifestyle and Fashion,Micro
Fashion Most Wanted,fmwdotcom,4.21,36400,42,1000,0.12,India,Lifestyle and Fashion,Micro
Wikka,wikka_india,2.48,36400,6,21,0.02,New Delhi,Lifestyle and Fashion,Micro
Vraj:bhoomi,vrajbhoomiindia,5.18,36300,98,4300,0.27,Pune,Lifestyle and Fashion,Micro
Rose Puri,iamrosepuri,2.08,36200,0,312,0.00,Mumbai,Lifestyle and Fashion,Micro
Vishal Laddha - Mensaurus�?,mensaurus,5.9,36200,181,234,0.52,Mumbai,Lifestyle and Fashion,Micro
6Degree,6degreeplatform,2.88,36100,11,336,0.03,Mumbai,Lifestyle and Fashion,Micro
Mohit Raghav,mohit_raghav_,7.57,36000,764,536,2.72,New Delhi,Lifestyle and Fashion,Micro
P U R E A R T H,purearth,4.32,36000,44,2600,0.13,India,Lifestyle and Fashion,Micro
Sonya,sonyahashtagged,6.11,36000,229,7000,0.67,Mumbai,Lifestyle and Fashion,Micro
Ashley Pletcher,ashleypletch3,6.16,35900,239,6900,0.73,Assam,Lifestyle and Fashion,Micro
Shwetdiva,shwetsdiva,2.0,35900,0,0,0.00,Surat,Lifestyle and Fashion,Micro
DEBALEENA,debaleena_buzz,7.63,35700,1400,17100,3.86,Mumbai,Lifestyle and Fashion,Micro
Ann's Cottage,annscottagesurf,5.47,35700,133,5100,0.38,Assam,Lifestyle and Fashion,Micro
Paridhi Gulati,vogueandvanities_pari,2.96,35600,0,10200,0.03,Hyderabad,Lifestyle and Fashion,Micro
SANA ESLAM KHAN ??Bebo??,sanaeslamkhan,4.75,35500,0,3500,0.20,Kolkata,Arts and Entertainment,Micro
BeautyandMakeupMatte,poonam_bmm,5.91,35500,165,0,0.53,India,Lifestyle and Fashion,Micro
Niati Anand,theniyatianand,6.74,35500,458,3700,1.36,India,Lifestyle and Fashion,Micro
Shweata Bhattacharya,rotikapdamakaan_,6.37,35100,330,2700,0.97,India,Lifestyle and Fashion,Micro
BisouNYC,bisounyc,6.05,35100,220,1500,0.63,India,Lifestyle and Fashion,Micro
Monika /Sweet Sunshine Blog,munty_sourabh,7.43,35100,866,12200,2.56,Kota,Family and Parenting,Micro
Onkar | Men's Fashion Blogger,the_dusky_dapper,5.71,35100,154,0,0.47,Mumbai,Lifestyle and Fashion,Micro
Nishi Singh,___niishi,7.81,35000,3400,0,9.88,Mumbai,Lifestyle and Fashion,Micro
Shonima Kaul,theshonimakaul,4.88,35000,73,827,0.23,Mumbai,Lifestyle and Fashion,Micro
Anushka,anushkamulchandani,2.96,35000,0,6300,0.03,Mumbai,Lifestyle and Fashion,Micro
Rohit Oberoi,rohitoberoi121,2.8,34900,9,0,0.03,New Delhi,Lifestyle and Fashion,Micro
Nail Art And Make Up,_sohinibhattacharya_,7.6,34800,1100,476,3.17,Mumbai,Lifestyle and Fashion,Micro
International Brands,makeup_internationalbrands,2.0,34700,0,0,0.00,Mumbai,Lifestyle and Fashion,Micro
Harshala ?,missharshala,5.44,34600,94,3900,0.38,Mumbai,Lifestyle and Fashion,Micro
Shivani Sharma || TheSpryAlter,shivisha_,7.43,34500,858,4500,2.59,Jaipur,Lifestyle and Fashion,Micro
Sowmya Bandaru,somystyles,2.32,34500,0,6900,0.01,Hyderabad,Lifestyle and Fashion,Micro
Sakshi More,sakshimore_official,7.64,34400,1400,1600,4.23,Mumbai,Lifestyle and Fashion,Micro
KONKONA DATTA,konkonadatta_,2.0,34400,57,190,0.17,New Delhi,Lifestyle and Fashion,Micro
Sonali Wadhwa-The Insane Doll,lifeofsonali,5.66,34100,152,1100,0.46,India,Lifestyle and Fashion,Micro
Wardan Chandra Basu,iamwardan,5.29,34000,112,88600,0.33,Delhi,Lifestyle and Fashion,Micro
TheClosetShow | Kanishka Godha,kanishka_theclosetshow,2.24,34000,0,1500,0.01,Pune,Lifestyle and Fashion,Micro
Transitioner_vaibhav,vaibhav_lalwani,6.49,34000,363,2900,1.14,Agra,Lifestyle and Fashion,Micro
RITIKA  SAILOPAL ?? ??�,ritika_sailopalofficial,7.6,33900,1000,1700,3.11,Mumbai,Lifestyle and Fashion,Micro
Payal Jain Official,payaljaindesign,2.0,33800,0,124,0.00,Mumbai,Lifestyle and Fashion,Micro
Ashlin Ann Salim,ashlin.salim,7.64,33700,1400,9600,4.31,Thodupuzha,Lifestyle and Fashion,Micro
Smita Roy Majumder,skullsandtulles,2.0,33500,0,0,0.00,Bengaluru,Lifestyle and Fashion,Micro
Kora By Nilesh Mitesh,korabynileshmitesh,2.0,33400,0,0,0.00,India,Lifestyle and Fashion,Micro
Rantika Thakur ??,rantikathakur,2.72,33400,0,2700,0.03,Chandigarh,Lifestyle and Fashion,Micro
Themeanwardrobe,in.her.wardrobe,6.81,33200,504,5300,1.54,India,Lifestyle and Fashion,Micro
The  Workinggirl,priyankapareekk,2.64,33100,0,6900,0.02,India,Lifestyle and Fashion,Micro
The Blush Box | Saloni,theblushbox,4.89,33100,79,883,0.25,India,Lifestyle and Fashion,Micro
Sonal Sagaraya,sonalsagaraya,5.77,33000,166,4700,0.52,Mumbai,Lifestyle and Fashion,Micro
Sincerely Su,sincerelysu.official,6.16,32900,248,1100,0.79,India,Lifestyle and Fashion,Micro
Akhil B Nair,akhilbnair_official,7.63,32800,1300,2500,4.22,Kochi,Lifestyle and Fashion,Micro
Amanda Carvalho,amandacarvalhoofficial,4.86,32800,79,4000,0.24,India,Lifestyle and Fashion,Micro
Supriti Sahay,stylosalad,5.42,32600,112,423,0.39,Mumbai,Lifestyle and Fashion,Micro
MyManyLove| Mashaba Majumdar,mashabamajumdar,6.07,32500,229,823,0.70,Kolkata,Lifestyle and Fashion,Micro
Ishita Chanda,ishitachanda,6.77,32400,471,4200,1.52,Chennai,Lifestyle and Fashion,Micro
Dimpy Kapur,dimpykapur,2.0,32400,0,0,0.00,New Delhi,Lifestyle and Fashion,Micro
Ash.....,ashwinimedhekar27,4.32,32299,0,1800,0.15,Mumbai,Lifestyle and Fashion,Micro
Nikita Agarwal,pentwister,2.4,32299,0,2800,0.02,Kolkata,Lifestyle and Fashion,Micro
The Style Chair,thestylechair,3.44,32299,0,2400,0.06,Pune,Lifestyle and Fashion,Micro
Photography,vishalpaul.me,2.0,32200,0,15900,0.00,New Delhi,Lifestyle and Fashion,Micro
Timeless By Vinay,timelessbyvinay,6.08,32100,230,5400,0.72,India,Lifestyle and Fashion,Micro
Kavya Sriram [StyleHanger],kavyasriraam,7.89,32100,4300,11000,13.46,Chennai,Lifestyle and Fashion,Micro
Chayanika Rabha,selestyme,7.6,32000,1000,9000,3.30,Guwahati,Lifestyle and Fashion,Micro
Pooja Amritkar,womanonrampage,4.88,31900,0,605,0.25,Mumbai,Lifestyle and Fashion,Micro
Harshitha Rudresh,harshitha.rudresh,2.16,31900,0,7400,0.01,Bengaluru,Lifestyle and Fashion,Micro
Sakshi Naik,sakshinaikk,7.6,31800,1000,2000,3.37,Mumbai,Lifestyle and Fashion,Micro
Ambika,whatambyloves,7.18,31700,693,378,2.33,Mumbai,Lifestyle and Fashion,Micro
Pious Joseph John,adampallil,6.01,31700,204,6900,0.65,India,Lifestyle and Fashion,Micro
Krisha Avlani,kri.sha_,7.61,31600,1200,4000,3.86,Mumbai,Lifestyle and Fashion,Micro
SUPRITI BATRA,supritibatra,4.96,31600,75,851,0.27,Gurgaon,Lifestyle and Fashion,Micro
Store Anonym,storeanonym,3.84,31500,29,443,0.09,Hyderabad,Lifestyle and Fashion,Micro
Swati Singh,curvy__style23,6.24,31300,268,2600,0.94,Lucknow,Lifestyle and Fashion,Micro
Fashionindiabaid,fashion_india_baid,2.0,31300,0,0,0.00,Surat,Lifestyle and Fashion,Micro
Shivani Patil,thestylishwitch,6.14,31200,248,675,0.81,Nagpur,Lifestyle and Fashion,Micro
TheUnstitchd -Men Fashion Blog,theunstitchd,4.29,31100,46,0,0.15,Mumbai,Lifestyle and Fashion,Micro
Amritharam,amritha.ram,6.01,31000,204,1100,0.67,India,Lifestyle and Fashion,Micro
Masudha Taj ????,masudha_blogs,7.6,31000,1100,4000,3.53,Chennai,Lifestyle and Fashion,Micro
Jhelum Fashion House,jhelumfashionhouse,3.86,31000,29,632,0.10,Pune,Lifestyle and Fashion,Micro
Rent An Attire,rentanattire,4.34,31000,45,748,0.16,Pune,Lifestyle and Fashion,Micro
Mansi ??,mansi_singh13sep,6.39,30900,341,2400,1.12,Delhi,Lifestyle and Fashion,Micro
Rajeshwari Madhavan,euphoric_ri,7.33,30900,830,2500,2.71,Mumbai,Lifestyle and Fashion,Micro
Devesh Baheti,_thenakedsoul_,2.0,30900,0,0,0.00,Hyderabad,Lifestyle and Fashion,Micro
Shaz�,shazeindia,2.8,30900,10,550,0.03,Mumbai,Lifestyle and Fashion,Micro
Kalpita Deshmukh,kalpitadeshmukh,7.65,30800,1600,6900,5.17,Mumbai,Lifestyle and Fashion,Micro
Shifa Kulsum Khan,mommysaurus_and_kidzillas,3.92,30800,31,522,0.10,Bengaluru,Travel,Micro
Ishna Rawlani,ishnarawlani,2.96,30700,0,1700,0.04,India,Lifestyle and Fashion,Micro
Anicha,shopanicha,3.12,30700,14,0,0.05,India,Lifestyle and Fashion,Micro
Sakshi Singh,saakshii.s,7.56,30700,1000,0,3.19,Mumbai,Lifestyle and Fashion,Micro
Anuja Dixit || The Vogue Mania,thevoguemania,4.83,30600,75,496,0.25,Mumbai,Lifestyle and Fashion,Micro
Simran Rana,simran_rana,7.52,30500,900,1700,3.13,Mumbai,Lifestyle and Fashion,Micro
Krishan Kabir Kumar,makeupbykabir,4.6,30500,57,4000,0.21,India,Lifestyle and Fashion,Micro
Ritu Chauhan ?,chance2glance,7.6,30300,1000,29700,3.43,Mumbai,Lifestyle and Fashion,Micro
Wendell Rodricks,wendellrodricks,6.16,30200,254,1400,0.86,Angeles City,Lifestyle and Fashion,Micro
V?shi | Pooja,talesofthatpashminagirl,3.12,30200,0,3800,0.05,Mumbai,Lifestyle and Fashion,Micro
?????????? ????????,lovelyraxa,4.34,30100,0,1400,0.16,Hyderabad,Lifestyle and Fashion,Micro
Preeti Sharma,lifeofpreetii,7.64,30100,1500,20300,5.03,Himachal Pradesh,Lifestyle and Fashion,Micro
Bugeshree Dey (Shree),tinkeringstyle,7.38,30100,823,2800,2.88,Bengaluru,Lifestyle and Fashion,Micro
The Mystic Trails,preitibhamra,6.28,30100,281,3300,1.01,Mumbai,Lifestyle and Fashion,Micro
Aamir Khan,aamir_khhan,7.29,30000,733,3700,2.69,New Delhi,Lifestyle and Fashion,Micro
StyleBaby_com,stylebabydotcom,2.0,30000,0,0,0.00,Bengaluru,Lifestyle and Fashion,Micro
The Man You Wish To Be,harshkhullarofficial,6.12,30000,242,771,0.83,New Delhi,Lifestyle and Fashion,Micro
Nishi,nishikch,6.0,29900,201,2500,0.68,Indore,Travel,Micro
Ragini Varma,raginnivarma,6.27,29900,288,900,1.02,Mumbai,Lifestyle and Fashion,Micro
Discoveredangel,twinklepatodiyaofficial,3.68,29900,22,1400,0.08,Pune,Lifestyle and Fashion,Micro
THE GLOCAL TRUNK,theglocaltrunkjewellery,3.44,29900,18,0,0.06,Mumbai,Lifestyle and Fashion,Micro
Jhalak,jhalakjain2,7.64,29900,1400,12300,4.92,Mumbai,Lifestyle and Fashion,Micro
Roshani??,hopandhog,6.73,29900,448,11000,1.60,Mumbai,Lifestyle and Fashion,Micro
Kay: The Fashion Bay,kayfashionbay,2.72,29800,9,2300,0.03,Chennai,Lifestyle and Fashion,Micro
Chitrangi Sharma,mydesipandora,6.38,29800,316,6500,1.16,India,Lifestyle and Fashion,Micro
Smitha Yadav,smitha__yadav,5.31,29700,102,0,0.38,Bengaluru,Lifestyle and Fashion,Micro
Rookies Jeans Co,rookiesjeans,5.39,29700,124,502,0.42,India,Lifestyle and Fashion,Micro
Preeti Chauhan,sinplypretty,6.04,29700,142,3300,0.73,Delhi,Lifestyle and Fashion,Micro
Vipul Chaudhary,vipulchaudhary333,7.6,29600,1000,8000,3.42,Jaipur,Lifestyle and Fashion,Micro
Deba Priya,debapriyaa08,6.04,29600,182,862,0.73,Kolkata,Lifestyle and Fashion,Micro
Anindita Chakravarty,aninditachakravarty,4.46,29600,0,17100,0.18,Delhi,Lifestyle and Fashion,Micro
Pour Femme,pourfemmeindia,2.88,29600,9,136,0.04,Delhi,Lifestyle and Fashion,Micro
Reeitu,reeitu,7.4,29600,773,1800,2.97,Mumbai,Lifestyle and Fashion,Micro
The Adorn Collection,karatique,3.28,29500,16,90,0.05,Hubli,Lifestyle and Fashion,Micro
Aanchal Trivedi,thegypsypanda,6.5,29300,377,430,1.33,Mumbai,Lifestyle and Fashion,Micro
Shweta Sarawgi,glam_n_gloss,4.94,29300,65,2200,0.29,Delhi,Lifestyle and Fashion,Micro
Nikesh Aryan,nikesh_aryan_studios,4.48,29300,55,868,0.19,Kharagpur,Lifestyle and Fashion,Micro
Sartorialsecrets,sartorialsecretsofficial,7.03,29300,626,825,2.20,Haryana,Lifestyle and Fashion,Micro
The Closet Madness,theclosetmadness,5.0,29200,81,596,0.30,Mumbai,Lifestyle and Fashion,Micro
Pari Telang,paritelang,5.64,29100,139,731,0.54,Mumbai,Lifestyle and Fashion,Micro
LevenStylo,levenstylo,6.83,29100,507,0,1.79,Noida,Lifestyle and Fashion,Micro
Harsh Kararia,officialharshkataria,7.6,29000,1100,1100,3.73,Chandigarh,Lifestyle and Fashion,Micro
Simmi  Chaubey,artist_shalini_official,4.0,29000,33,633,0.12,Bhopal,Lifestyle and Fashion,Micro
Photography,mudit_sahu,3.92,28700,31,128,0.11,Lucknow,Lifestyle and Fashion,Micro
The Stylease,thestylease,5.41,28600,124,139,0.44,India,Lifestyle and Fashion,Micro
Sarthak Mongia,sarthak.mongia,5.15,28600,97,0,0.34,New Delhi,Lifestyle and Fashion,Micro
Sanakhan,the.epicblog,6.21,28500,272,1900,0.98,Kolkata,Lifestyle and Fashion,Micro
Alice Swift,aliceswift07,6.76,28500,469,763,1.70,Muzaffarpur,Lifestyle and Fashion,Micro
Isha Sharma,the_stylecheck,6.53,28500,376,1200,1.41,Delhi,Lifestyle and Fashion,Micro
JUNAID MAGRAY,junaidmgry,7.71,28400,2200,0,7.96,Mumbai,Lifestyle and Fashion,Micro
StylemyLO,stylemylo_official,2.96,28400,10,180,0.04,India,Lifestyle and Fashion,Micro
Lifestyle,Lifestyle,6.21,28400,249,271,0.99,Delhi,Lifestyle and Fashion,Micro
Shweta Dubey,shwetashazz,7.61,28300,1200,244,4.30,Bengaluru,Lifestyle and Fashion,Micro
Isheeta Sengupta,daintykanya,2.0,28300,0,0,0.00,Mumbai,Lifestyle and Fashion,Micro
MSM Box,msmboxindia,2.0,28300,0,0,0.00,India,Lifestyle and Fashion,Micro
Sinjini | THE CHIC CURRENCY,sinjini_roychoudhury,6.42,28300,343,1900,1.27,Kolkata,Lifestyle and Fashion,Micro
DeeSayz,dee_sayz,5.12,28200,87,322,0.34,Delhi,Lifestyle and Fashion,Micro
Navneet Randhawa,navneetrandhawa,7.43,28200,880,18600,3.18,India,Lifestyle and Fashion,Micro
Puja Wani,pujawani,5.69,28200,159,2300,0.58,Pune,Lifestyle and Fashion,Micro
Srishti Majumder| The F Addict,sri.thefaddict,5.94,28100,187,892,0.69,Kolkata,Lifestyle and Fashion,Micro
Tanusha Bajaj,tanushabajaj,7.14,28100,705,1400,2.54,India,Lifestyle and Fashion,Micro
Picture Destination,thepicturedestination,5.12,28100,95,900,0.34,Sonipat,Lifestyle and Fashion,Micro
Auravedic,auravedic_beauty,3.86,28100,29,1200,0.11,Mumbai,Lifestyle and Fashion,Micro
Sugandha,glammegal,4.16,28000,32,323,0.15,Haryana,Lifestyle and Fashion,Micro
Radhika Bhardwaj Prakash,_anandhika.official,3.73,27900,0,5800,0.09,Mumbai,Lifestyle and Fashion,Micro
Makeup By Shagun,makeupbyshagun,5.62,27900,151,19300,0.55,Mumbai,Lifestyle and Fashion,Micro
MyEnvyBox,myenvybox_india,2.0,27800,0,0,0.00,New Delhi,Lifestyle and Fashion,Micro
Sujata Assomull,sujstyle,6.1,27700,222,1600,0.86,India,Lifestyle and Fashion,Micro
Vini,thevinisingh,2.4,27700,0,1200,0.02,Pune,Lifestyle and Fashion,Micro
Shingora,shingorashop,5.98,27600,197,3000,0.72,India,Lifestyle and Fashion,Micro
Jasjyot Singh Hans,jasjyotjasjyot,6.95,27400,592,0,2.19,India,Lifestyle and Fashion,Micro
Chikky Goenka,styleographbychikkygoenka,2.0,27400,0,1600,2.08,India,Lifestyle and Fashion,Micro
Makeupbyaakritichopra,aakritichopra92,6.03,27200,205,1400,0.78,India,Lifestyle and Fashion,Micro
BABY INAAYA??,ayeshnaaya,4.96,27200,61,16000,0.31,Delhi,Lifestyle and Fashion,Micro
Kavya (Pretty Pink Roses) ?,kavyaede,2.0,27200,0,0,0.00,India,Lifestyle and Fashion,Micro
Sudheshna,dimpyscorner,2.96,27100,0,11400,0.04,Chennai,Lifestyle and Fashion,Micro
LASTINCH,lastinch_madeforcurve,2.64,27100,8,900,0.03,New Delhi,Lifestyle and Fashion,Micro
VISHWA BHAVSAR,a.cup.of.vish,2.08,27100,0,5800,0.00,Mumbai,Lifestyle and Fashion,Micro
Manasi Nanwani,ifashnstyle,2.0,27100,0,0,0.00,Delhi,Lifestyle and Fashion,Micro
Aaraa By Avantika,aaraabyavantikajewellery,4.56,27000,52,1600,0.22,Pune,Lifestyle and Fashion,Micro
