Name_of_Influencer,Insta_Handle,Q_Score,Followers,Avg_Likes,Avg_Views,Engagement_Ratio,Location,Categories,Influencer_Tier
Ahaan Panday,ahaanpandayy,8.65,202600,22200,0,11.16,Mumbai,Arts and Entertainment,Mid Tier
Pooja Narang,poojanaarang,7.73,202500,2400,63000,1.22,Mumbai,Arts and Entertainment,Mid Tier
Movies Now,moviesnowtv,5.02,202400,80,302,0.04,India,Arts and Entertainment,Mid Tier
Jasmine M Moosa  ??????,jazminejaas4,8.37,202000,9500,209000,4.83,Kerala,Arts and Entertainment,Mid Tier
Shwetha R Prasad,shwetharprasad,8.07,201300,6300,44900,3.16,Bengaluru,Arts and Entertainment,Mid Tier
Ruslaan Mumtaz,ruslaanmumtaz,7.7,201200,2100,26900,1.08,Juhu,Arts and Entertainment,Mid Tier
Sanjana Sharma,sanjana1616,7.71,201000,2300,36300,1.17,Mumbai,Arts and Entertainment,Mid Tier
Rohan Hingorani,rohanhingorani,2.0,200100,0,0,0.00,Mumbai,Arts and Entertainment,Mid Tier
Divyaprabha,divya_prabha__,7.83,200100,3600,4300,1.81,Thrissur,Arts and Entertainment,Mid Tier
Nana Patekar,nana.patekar,8.14,197600,7100,20300,3.62,Mumbai,Arts and Entertainment,Mid Tier
Veena Srivani,veenasrivani_official,7.69,197400,2100,11000,1.07,Hyderabad,Arts and Entertainment,Mid Tier
Shakthisree Gopalan,shakthisreegopalan,8.12,196600,6900,13500,3.51,Kochi,Arts and Entertainment,Mid Tier
Darsheel Safary,dsafary,8.55,196200,17800,80700,9.13,Mumbai,Arts and Entertainment,Mid Tier
Trancentral,trancentraltv,7.62,196100,1200,12000,0.63,Goa,Arts and Entertainment,Mid Tier
Manjeet S Ferozpuria,ferozpuria_humanity_club,6.86,196000,529,1500,0.28,Amritsar,Arts and Entertainment,Mid Tier
Kollywood Cinema,kollywoodcinima,7.69,195700,2100,19800,1.06,Chennai,Arts and Entertainment,Mid Tier
Mandeep Gujjar,mandeepgujjar_,4.05,194400,0,20400,0.02,New Delhi,Arts and Entertainment,Mid Tier
Khushboo Uttam,khushboo_uttam,6.12,194200,240,2300,0.13,India,Arts and Entertainment,Mid Tier
Troll Ajith,trollmasters_offl,7.62,192900,1200,1900,0.65,India,Arts and Entertainment,Mid Tier
Zublee Baruah,zublee,7.83,192800,3600,7300,1.90,Guwahati,Arts and Entertainment,Mid Tier
Madhuri B,madhuri.official,3.84,192600,0,7000,0.02,Bengaluru,Arts and Entertainment,Mid Tier
Sonaakshi Raaj,sonaakshiraaj,5.62,192400,150,823,0.08,Mumbai,Arts and Entertainment,Mid Tier
Karthik Srinivasan,karthiksrinivasan007,6.82,191600,511,3700,0.27,India,Arts and Entertainment,Mid Tier
Shilpi Sharma,officialshilpisharma,2.0,191600,0,0,0.00,Mumbai,Arts and Entertainment,Mid Tier
Navaneeth Unnikrishnan,navaneeth_unnikrishnan,8.47,191000,13400,18100,7.09,India,Arts and Entertainment,Mid Tier
Mythri Iyer,mythri_iyer,8.02,191000,5700,19600,3.02,Bengaluru,Arts and Entertainment,Mid Tier
Parleen Gill,parleen.gill,7.64,190600,1500,4300,0.80,Mumbai,Arts and Entertainment,Mid Tier
UNIVERSO,nbcuniverso,3.86,189300,30,409,0.02,Assam,Arts and Entertainment,Mid Tier
Amandeep Singh,amandeep.khayal,8.23,189100,8100,30200,4.28,Mumbai,Arts and Entertainment,Mid Tier
Nakash Aziz,nakash_aziz,7.29,187600,792,4700,0.43,Mangalore,Arts and Entertainment,Mid Tier
Aadar Malik,theaadarguy,8.4,187500,10400,18000,5.59,Mumbai,Arts and Entertainment,Mid Tier
Proneeta Swargiary,proneetaswargiary,7.7,187300,2200,99900,1.17,Mumbai,Arts and Entertainment,Mid Tier
Piyush Sharma (VIHAAN),officialpiyushsharma,4.84,186300,0,29200,0.04,Mumbai,Arts and Entertainment,Mid Tier
Mithun Purandare,mithunpurandare,7.29,185500,770,6300,0.44,Mumbai,Arts and Entertainment,Mid Tier
Anisha Victor,anishavictor,7.92,185300,4600,17900,2.53,Mumbai,Arts and Entertainment,Mid Tier
Bollywoodirect,bollywoodirect,7.66,185300,1700,12800,0.94,India,Arts and Entertainment,Mid Tier
Hussain Kuwajerwala,huseinkk,8.32,184300,9000,18000,4.96,Mumbai,Arts and Entertainment,Mid Tier
ANIRUDDH DAVE,aniruddh_dave,4.26,183700,0,8800,0.02,Dehradun,Arts and Entertainment,Mid Tier
D Q R R (R) Official,rachita_ram,7.68,183500,2000,65400,1.09,Bengaluru,Arts and Entertainment,Mid Tier
Sarath Kumar,r_sarath_kumar,8.32,183400,9100,23500,4.97,Chennai,Arts and Entertainment,Mid Tier
Ulka Gupta,ulkagupta,8.4,183300,10000,67700,5.59,Mumbai,Arts and Entertainment,Mid Tier
Sikandar,sikandarkher,7.81,183200,3400,32700,1.87,Mumbai,Arts and Entertainment,Mid Tier
Akshaya Naik,naik_akshaya,7.85,183100,3900,25800,2.13,Mumbai,Arts and Entertainment,Mid Tier
Shardul,kunalogy,7.01,181800,607,28900,0.35,Mumbai,Arts and Entertainment,Mid Tier
Gaurav Void,gaurav_o_i_d,8.45,181700,12700,51100,7.07,India,Arts and Entertainment,Mid Tier
Viveck Shettyy,viveckshettyy,7.69,181600,2000,7700,1.13,Mumbai,Arts and Entertainment,Mid Tier
Vipul Goyal,humorouslyyours,8.26,180800,8300,57500,4.69,Mumbai,Arts and Entertainment,Mid Tier
Heer Naik,heer.naik,3.65,180000,0,29900,0.01,India,Arts and Entertainment,Mid Tier
Samyukta Hornad,samyuktahornad,3.44,179800,0,17300,0.01,Bengaluru,Arts and Entertainment,Mid Tier
Saiman Says,hisaimansays,8.99,179000,39100,90100,22.25,India,Arts and Entertainment,Mid Tier
Paroma Chatterjee  (DJ PAROMA),paromachatterjee,7.63,178500,1400,2500,0.77,Mumbai,Arts and Entertainment,Mid Tier
Sameksha,iamsameksha,7.62,177700,1300,3200,0.74,Chandigarh,Arts and Entertainment,Mid Tier
Kommune,kommuneity,7.7,177400,2200,4700,1.24,Mumbai,Arts and Entertainment,Mid Tier
Soumeshpandey,camerawalebhaiya,8.55,177300,17600,29600,10.07,Delhi,Arts and Entertainment,Mid Tier
Rahul Khanna,mrkhanna,4.89,177100,0,27500,0.05,Mumbai,Arts and Entertainment,Mid Tier
Iti Acharya,itiacharya,8.44,176900,12300,3900,6.99,Bengaluru,Arts and Entertainment,Mid Tier
Adeline Pach,adelinepach,8.46,175700,13300,60300,7.66,Mizoram,Arts and Entertainment,Mid Tier
BookMyShow,bookmyshowin,5.48,175700,134,1300,0.08,India,Arts and Entertainment,Mid Tier
Azmi Shabana,azmishabana18,7.76,175700,2800,24500,1.64,Hyderabad,Arts and Entertainment,Mid Tier
Piyush And Yamini,piyushyaminiofficial,7.95,175600,5000,453200,2.84,Delhi,Arts and Entertainment,Mid Tier
Prince Raj Singh,ajaydevgnfanclub,7.65,173300,1600,5600,0.94,Pune,Arts and Entertainment,Mid Tier
Mithoon,mithoon11,7.88,172500,4100,29300,2.43,India,Arts and Entertainment,Mid Tier
Samarthya Gupta,samarthya_gupta,8.08,171600,6400,69300,3.76,Mumbai,Arts and Entertainment,Mid Tier
Ssumier S Pasricha,ssumier.official,5.84,171300,177,1700,0.11,Delhi,Arts and Entertainment,Mid Tier
Karunesh Talwar,karuneshtalwar,8.48,171100,14000,49500,8.25,Mumbai,Arts and Entertainment,Mid Tier
Ethos Watch Boutiques,ethoswatches,6.26,171000,297,0,0.18,India,Arts and Entertainment,Mid Tier
Rashmeet Kaur,rashmeetkaurofficial,8.04,168900,5900,27600,3.53,Mumbai,Arts and Entertainment,Mid Tier
Siana Catherine,djsiana_catherine,7.11,168300,663,3800,0.41,India,Arts and Entertainment,Mid Tier
Vindu Dara Singh,vindusingh,7.42,168000,848,14300,0.53,Punjab,Arts and Entertainment,Mid Tier
Claire Desjardins,claire_desjardins_art,6.96,167200,570,2800,0.36,Goregaon,Arts and Entertainment,Mid Tier
Akanksha???,doodlesndreams,7.85,167000,3900,31700,2.33,Shillong,Arts and Entertainment,Mid Tier
Armaan Jain,therealarmaanjain,7.99,166400,5400,47800,3.24,Mumbai,Arts and Entertainment,Mid Tier
Sruthi Ravi Rio,sruthi.rav,8.91,166400,35800,94000,21.55,Chennai,Arts and Entertainment,Mid Tier
Raghu Ram,instaraghu,7.79,166300,3100,20700,1.91,Machilipatnam,Arts and Entertainment,Mid Tier
Sumanth,sumanth_kumar,7.96,165700,5100,13300,3.10,Hyderabad,Arts and Entertainment,Mid Tier
Fahad Ali,fahadalli,3.86,164800,0,5600,0.02,Dehradun,Arts and Entertainment,Mid Tier
Sahil Shah,sahilbulla,7.63,164400,1400,11700,0.85,Mumbai,Arts and Entertainment,Mid Tier
DJ Ravish,djravish,7.66,163900,1700,6300,1.07,Jaipur,Arts and Entertainment,Mid Tier
Boy Jm,boy_jm_,8.12,162700,6800,9800,4.27,Assam,Arts and Entertainment,Mid Tier
Madhuri Desai,madhuridesai22,8.08,162600,6400,40900,3.96,Mumbai,Arts and Entertainment,Mid Tier
Anjana Sukhani,anjanasukhani,7.6,162500,1000,2800,0.64,Jaipur,Arts and Entertainment,Mid Tier
Pooja Bedi,poojabediofficial,7.71,161700,2200,16700,1.44,Mumbai,Arts and Entertainment,Mid Tier
Karan Puri,authorkaran,2.24,161500,0,136,0.00,Delhi,Arts and Entertainment,Mid Tier
Siddhi Patne,siddhipatne_official,5.81,161300,176,2600,0.11,Mumbai,Arts and Entertainment,Mid Tier
MarathiCelebs.com,marathicelebs_com,5.2,161300,99,1700,0.06,Mumbai,Arts and Entertainment,Mid Tier
Bollyone,bollyone,6.08,161100,231,6400,0.14,Delhi,Arts and Entertainment,Mid Tier
Man's World,mansworldindia,4.49,161000,56,12400,0.03,India,Arts and Entertainment,Mid Tier
Anamika Mishra,anamikawrites,4.21,161000,0,8300,0.03,Delhi,Arts and Entertainment,Mid Tier
Varun Toorkey,varuntoorkey,7.89,160300,4300,0,2.70,Mumbai,Arts and Entertainment,Mid Tier
Nitin Soni,thecurlypoet,7.81,159500,3400,18100,2.16,New Delhi,Arts and Entertainment,Mid Tier
Yukti Arora,yuktiarora30,8.34,159300,9300,67900,5.87,Mumbai,Arts and Entertainment,Mid Tier
Akshay,iakshaydogra,7.67,159300,1800,6700,1.13,Delhi,Arts and Entertainment,Mid Tier
Meher Malik,meherbanjaran,6.28,159000,302,2500,0.19,New Delhi,Arts and Entertainment,Mid Tier
Brodha V,brodhav,8.42,158600,11100,67600,7.08,Kanchipuram,Arts and Entertainment,Mid Tier
Sheezan Mohd,sheezan9,7.6,158600,1000,4300,0.66,Mumbai,Arts and Entertainment,Mid Tier
Cinepolis India,cinepolisindia,5.38,158300,122,900,0.08,Santa Ana,Arts and Entertainment,Mid Tier
Diganthmanchale,diganthmanchale,8.2,158000,7800,26300,4.97,Bengaluru,Arts and Entertainment,Mid Tier
Aneesha Joshi,aneeshajoshiofficial,7.77,157700,3000,7200,1.92,Mumbai,Arts and Entertainment,Mid Tier
Jasbir Jassi,jassijasbir,7.29,156800,787,3700,0.52,Punjab,Arts and Entertainment,Mid Tier
RanbirKapoorUniverse,ranbirkapooruniverse,7.64,156500,1600,12400,1.00,India,Arts and Entertainment,Mid Tier
Anjena Kirti,anjenakirti,7.66,156100,1700,37900,1.13,Chennai,Arts and Entertainment,Mid Tier
Shadanfarooqui,saddu_07dz,2.0,155800,0,0,0.00,Mumbai,Arts and Entertainment,Mid Tier
Varun Thakur,varunthakur,7.79,155500,3200,20000,2.08,Mumbai,Arts and Entertainment,Mid Tier
TANUJJ GARG,tanuj.garg,6.35,155500,324,2200,0.21,Mumbai,Arts and Entertainment,Mid Tier
Gajraj Rao,gajrajrao,7.66,155300,1700,9500,1.09,Mumbai,Arts and Entertainment,Mid Tier
Armaan Ralhan,armaanralhan,7.66,155200,1700,6000,1.09,Mumbai,Arts and Entertainment,Mid Tier
Rahman,rahman_actor,7.91,155000,4400,25200,2.91,Nilambur,Arts and Entertainment,Mid Tier
DJ RINK,djrinkindia,7.5,153800,900,3900,0.61,India,Arts and Entertainment,Mid Tier
SahibNoor Singh,sahibnoorsingh,8.12,153500,6900,11100,4.50,India,Arts and Entertainment,Mid Tier
Stella Ramola,stellazlife,8.45,153200,12500,40600,8.24,Chennai,Arts and Entertainment,Mid Tier
Anuja Sathe,anujasatheofficial,4.51,153200,0,14700,0.04,Pune,Arts and Entertainment,Mid Tier
FullyFilmy,fullyfilmy,6.46,153200,374,21000,0.25,Chennai,Arts and Entertainment,Mid Tier
Mushtaq Shiekh,mushtaqshiekh,6.5,153000,375,5100,0.25,Mumbai,Arts and Entertainment,Mid Tier
Sathish Ninasam,sathish_ninasam_official,7.8,151800,3200,33400,2.15,Mandya,Arts and Entertainment,Mid Tier
Vineet,vineet_ksofficial,7.67,151600,1900,10100,1.24,Varanasi,Arts and Entertainment,Mid Tier
White Hill Production,prreitkamal,8.01,150300,5700,44400,3.80,India,Arts and Entertainment,Mid Tier
Gaurav Kapur,gauravkaps,7.88,150200,4200,20600,2.81,India,Arts and Entertainment,Mid Tier
Kei Acedera,kei_acedera,8.15,149900,7200,11600,4.86,Visakhapatnam,Arts and Entertainment,Mid Tier
Rolling Stone India,rollingstonein,6.11,149700,240,470,0.16,Mumbai,Arts and Entertainment,Mid Tier
Seb Mellia,sebmellia,7.74,149500,2600,0,1.79,Surat,Arts and Entertainment,Mid Tier
Bhargsetu Sharma,bhargsetusharma,4.57,149500,0,11900,0.04,Mumbai,Arts and Entertainment,Mid Tier
Naitik Nagda,naitiknagdaofficial,7.69,149100,2000,5800,1.37,Mumbai,Arts and Entertainment,Mid Tier
Mrityunjai Sharma�??,semblance_jay,4.26,148900,0,32000,0.03,Rajasthan,Arts and Entertainment,Mid Tier
Wildkarnataka,wildkarnataka,7.85,148500,3900,17600,2.64,Karnataka,Arts and Entertainment,Mid Tier
Cherry Bomb,cherry.bomb_official,7.66,148200,1700,17000,1.17,India,Arts and Entertainment,Mid Tier
Rudhraksh Jaiswal,rudhrakshjaiswal1,7.97,147500,5100,22800,3.52,Mumbai,Arts and Entertainment,Mid Tier
CRAZY HORSE PARIS,crazyhorseparis_official,7.79,147400,3100,24300,2.13,Surat,Arts and Entertainment,Mid Tier
Tathaagat Shukla,tathaagat,7.73,147200,2400,11500,1.70,Surat,Arts and Entertainment,Mid Tier
Sapan Verma,sapanv,7.69,146600,2000,41900,1.39,Mumbai,Arts and Entertainment,Mid Tier
Hira Ashar,hira_ashar,8.53,146300,16900,18200,11.60,India,Arts and Entertainment,Mid Tier
MovieTalkies.com,movietalkies,6.02,146200,209,7700,0.14,India,Arts and Entertainment,Mid Tier
Nikhil Bhambri,nikhilbhambriofficial,7.66,146100,1700,10100,1.16,Mumbai,Arts and Entertainment,Mid Tier
Suhail Chandhok,suhailchandhok,7.66,145100,1700,12300,1.18,Chennai,Arts and Entertainment,Mid Tier
Shreya Jain,Music,7.87,144400,4100,12700,2.86,Mumbai,Arts and Entertainment,Mid Tier
Vijayimmanuel,pcvijay630,8.47,144000,13800,38300,9.68,Chennai,Arts and Entertainment,Mid Tier
Alobo NAGA,alobonaga,7.95,143600,4900,22200,3.44,Dimapur,Arts and Entertainment,Mid Tier
_thetablaguy,thetablaguyy,7.75,143300,2700,26500,1.91,India,Arts and Entertainment,Mid Tier
Minnie Rohilla,minnie_rohilla,7.63,142900,1400,4900,0.98,Pune,Arts and Entertainment,Mid Tier
Akash Singh,wassupakash,4.0,142700,0,3500,0.02,India,Arts and Entertainment,Mid Tier
Abhiiii??,abhii.muralii,7.75,142400,2700,11000,1.91,Kerala,Health and Fitness,Mid Tier
Abhilash Thapliyal,abhilashthapliyal,7.77,142300,3000,84700,2.10,Mumbai,Arts and Entertainment,Mid Tier
St+art India,startindia,6.57,140500,412,3200,0.29,India,Arts and Entertainment,Mid Tier
Kashish Singh,iamkashishsingh,7.76,139400,2800,10800,2.05,Mumbai,Arts and Entertainment,Mid Tier
Karan Talwar,bollywoodgandu,7.64,139200,1500,16300,1.06,Mumbai,Arts and Entertainment,Mid Tier
That Couple Though,that.couplethough,7.88,138900,4200,22800,3.04,Jalandhar,Arts and Entertainment,Mid Tier
Sanah Moidutty,sanah_moidutty,8.22,138500,8000,15300,5.84,India,Arts and Entertainment,Mid Tier
Sahil Salathia,sahilgsalathia,7.73,138400,2400,9200,1.80,Mumbai,Arts and Entertainment,Mid Tier
Prateek Rana,prateek.rana_official,7.7,138200,2100,24400,1.55,India,Arts and Entertainment,Mid Tier
VaibhaviMerchant,vaibhavi.merchant,7.6,138000,1000,0,0.76,Mumbai,Arts and Entertainment,Mid Tier
Under 25 Club,under25official,7.61,137600,1200,7400,0.86,Bengaluru,Arts and Entertainment,Mid Tier
Rashmi Prabhakar,rashmiprabhakar_official,8.33,137400,9200,50600,6.75,Bengaluru,Arts and Entertainment,Mid Tier
Amrita TV,amritatv,3.68,137300,23,130,0.02,Thiruvananthapuram,Arts and Entertainment,Mid Tier
Ehsaan Noorani,ehsaan,7.66,137300,1700,8800,1.23,Mumbai,Arts and Entertainment,Mid Tier
Prabh Deep,Music,7.71,137100,2300,12100,1.69,New Delhi,Arts and Entertainment,Mid Tier
Tithi Raaj,tithiraaj,8.56,137100,18000,66100,13.30,India,Arts and Entertainment,Mid Tier
Parag Tyagi,paragtyagi,7.65,136900,1600,38900,1.21,Ghaziabad,Arts and Entertainment,Mid Tier
Druvan Druv,being_rootedd,7.71,136800,2200,10800,1.64,Kochi,Arts and Entertainment,Mid Tier
Stage3,stage3social,5.26,136700,107,24500,0.08,Delhi,Arts and Entertainment,Mid Tier
Vikas Bhalla,vikasvijaybhalla,6.35,136700,300,2200,0.24,Mumbai,Arts and Entertainment,Mid Tier
DJ Khushi Soni,djkhushisoni,7.66,136400,1700,6800,1.24,New Delhi,Arts and Entertainment,Mid Tier
Hunny Sharma,hunnysharma02,7.93,136200,4700,34200,3.50,India,Arts and Entertainment,Mid Tier
Life Is KhubSUVRAT,suvratjoshi,7.82,136100,3500,16500,2.56,India,Arts and Entertainment,Mid Tier
Antara Mitra,antaramitraofficial,7.23,135900,749,2700,0.57,Mumbai,Arts and Entertainment,Mid Tier
Rapper Maddy Splitsvilla,rappermaddy,2.96,135800,0,11000,0.01,Delhi,Arts and Entertainment,Mid Tier
Technical Mantri,bollywood.goodies,5.76,135600,169,9500,0.13,India,Arts and Entertainment,Mid Tier
Naveen Richard,naveen.richard,7.68,134700,2000,54200,1.48,Bengaluru,Arts and Entertainment,Mid Tier
Mirajagnnath,mirajagga,8.41,133900,10600,52600,8.00,India,Arts and Entertainment,Mid Tier
Crossblade Festival,crossbladelive,6.82,133700,481,4000,0.38,India,Arts and Entertainment,Mid Tier
SUTTERHUB� INDIA OFFICIAL,shutterhub.india,2.4,133400,0,2500,0.00,India,Arts and Entertainment,Mid Tier
Aaanchel_ Official,aaanchel_s_malakar,8.26,132900,8400,380100,6.35,Mumbai,Arts and Entertainment,Mid Tier
The Radio Bomb ??,aabhimanyu,2.4,132600,0,10500,0.00,Mumbai,Arts and Entertainment,Mid Tier
Aye Jaan,blacksucesskeys_,7.6,132600,1000,5400,0.76,Mazgaon,Arts and Entertainment,Mid Tier
Vilas Nayak,vilas_nayak,7.88,132500,4200,43400,3.15,Bengaluru,Arts and Entertainment,Mid Tier
Harshdeep Ahuja,harshdeepahujavines,8.0,132400,5500,33900,4.18,India,Arts and Entertainment,Mid Tier
Khushboo Grewal,khushbookg,7.65,132300,1500,3800,1.21,Chandigarh,Arts and Entertainment,Mid Tier
MALIQ & D'Essentials,Music,7.76,131900,2900,14800,2.20,Madhya Pradesh,Arts and Entertainment,Mid Tier
Plabita Borthakur,plabita.manu,7.93,131800,4700,2800,3.65,Mumbai,Arts and Entertainment,Mid Tier
Vikas Verma,vikasverma1,7.82,131800,3500,12600,2.68,Kota,Arts and Entertainment,Mid Tier
Kulraj_randhawa,kulrajrandhawaofficial,7.73,131400,2500,6800,1.96,Mumbai,Arts and Entertainment,Mid Tier
Abhijeet,abhijeetbhattacharya,7.67,131200,1800,7900,1.40,Mumbai,Arts and Entertainment,Mid Tier
Akanksha Khatri,theakankshakhatri,7.22,130900,754,3800,0.58,India,Arts and Entertainment,Mid Tier
Mohd Zeeshan Ayyub,mohdzeeshanayyub,7.71,130900,2200,17600,1.71,Delhi,Arts and Entertainment,Mid Tier
Varun Kumar,randomvarun,7.99,130699,5400,18300,4.14,Punjab,Arts and Entertainment,Mid Tier
Swarda Thigale,swardathigale9,7.74,130100,2600,8800,2.04,Pune,Arts and Entertainment,Mid Tier
Divyansh Dwivedi,divyanshdwivediofficial,7.74,129800,2600,15600,2.04,India,Arts and Entertainment,Mid Tier
Sneha Kapoor,salsasneha,6.54,129300,390,5000,0.31,Mumbai,Arts and Entertainment,Mid Tier
????????? ????????,marathitadka777,7.24,129300,778,9400,0.60,India,Arts and Entertainment,Mid Tier
GAURAV ALUGH,gauravalugh,7.82,128900,3500,16500,2.70,India,Arts and Entertainment,Mid Tier
Sneha Kapoor,snehakapoor_ski,6.62,128500,426,17000,0.34,India,Arts and Entertainment,Mid Tier
Daler Mehndi,dalersmehndi,7.62,128400,1300,1700,1.01,India,Arts and Entertainment,Mid Tier
Ankit Siwach,siwachankit,7.67,128100,1700,17700,1.40,Meerut,Arts and Entertainment,Mid Tier
S A N � A,sanaakblog,8.45,127900,12500,0,9.88,Surat,Arts and Entertainment,Mid Tier
Priyanshu Painyuli,priyanshupainyuli,7.66,127400,1700,11500,1.35,Delhi,Arts and Entertainment,Mid Tier
Paroma Dasgupta,paroma_dg,6.94,127300,583,4400,0.46,Mumbai,Arts and Entertainment,Mid Tier
Nikhita Gandhi,nikhitagandhiofficial,7.65,126900,1600,4100,1.24,Kolkata,Arts and Entertainment,Mid Tier
Motoroids,motoroids_india,6.0,126900,202,822,0.16,Mumbai,Arts and Entertainment,Mid Tier
The Comedy Factory,thecomedyfactoryindia,7.77,126500,3000,17400,2.36,Vadodara,Arts and Entertainment,Mid Tier
Siddharth Mahadevan,siddharth.mahadevan,7.64,126300,1500,10700,1.19,Mumbai,Arts and Entertainment,Mid Tier
Meenal Shah,meenalshahofficial,8.02,126300,5700,32200,4.58,Mumbai,Arts and Entertainment,Mid Tier
Jayshree Roy,jazzzyy.x,7.82,126200,3500,104400,2.80,India,Arts and Entertainment,Mid Tier
Vdj Shaan,vdjshaan,8.47,126000,13600,10200,10.85,Mumbai,Arts and Entertainment,Mid Tier
RJ Anuraag Pandey,anuraagpandey_rj,5.47,125900,133,742,0.11,Mumbai,Arts and Entertainment,Mid Tier
#shubhra#ghosh#own#,shubhraghosh,5.79,125900,174,762,0.14,India,Arts and Entertainment,Mid Tier
Anchal Kumar,anchalkumar24,7.76,125600,2800,1000,2.29,Chandigarh,Arts and Entertainment,Mid Tier
Rishabh Chaturvedi,rishabhchaturvediofficial,8.21,125300,7900,34300,6.34,Mumbai,Arts and Entertainment,Mid Tier
Sanctuary Asia,sanctuaryasia,7.36,125200,851,2600,0.68,Mumbai,Arts and Entertainment,Mid Tier
Dayana Erappa,dayanaerappa,7.7,124300,2200,2800,1.76,Bengaluru,Arts and Entertainment,Mid Tier
Ankur Rathee,ankurratheeofficial,7.76,124200,2800,12400,2.25,Mumbai,Arts and Entertainment,Mid Tier
Shah RuLe,Music,7.71,124200,2200,19800,1.83,Mumbai,Arts and Entertainment,Mid Tier
RJ Megha,rjmegha,2.88,123900,0,900,0.01,Mumbai,Arts and Entertainment,Mid Tier
Mohit Marwah,mohitmarwah,7.62,123900,1300,4100,1.04,Mumbai,Arts and Entertainment,Mid Tier
Aashim Gulati,aashimgulati,7.91,123900,4500,8300,3.65,Mumbai,Arts and Entertainment,Mid Tier
Ira Dubey,iradubey,7.06,123800,657,3900,0.54,Delhi,Arts and Entertainment,Mid Tier
Mansha Bahl,mansha_bahl,7.71,123600,2300,14300,1.88,India,Arts and Entertainment,Mid Tier
Deepesh Sharma,deepeshsofficial,7.24,123500,754,12200,0.63,Goa,Arts and Entertainment,Mid Tier
Salil Jamdar,saliljamdar,7.95,123300,4900,18000,4.02,India,Arts and Entertainment,Mid Tier
Insta Shouts,insta_shouts95,7.68,123200,2000,12500,1.62,India,Arts and Entertainment,Mid Tier
Ansh Manuja,a1nsh_,6.96,123100,592,2400,0.49,Mumbai,Arts and Entertainment,Mid Tier
Soni Singh,soni_soni_singh,6.65,122900,418,1800,0.36,Mumbai,Arts and Entertainment,Mid Tier
Grupo Samb�,gruposambo,6.68,122900,437,6300,0.37,Sambalpur,Arts and Entertainment,Mid Tier
AIDC,allindiandjsclub,5.28,122700,110,2900,0.09,India,Arts and Entertainment,Mid Tier
Tanya Singh,the.tanyasingh,4.51,122200,50,0,0.05,Delhi,Arts and Entertainment,Mid Tier
